run_id,date,shift,line_id,machine_id,work_order_id,planned_runtime_min,units_produced,units_defective,defect_rate
RUN-9098,2024-12-02,Evening,P3-L3,M-129,WO-1685,480,431,6,0.0162
RUN-9099,2024-12-02,Night,P3-L3,M-131,WO-1543,480,299,9,0.0323
RUN-9100,2024-12-03,Day,P1-L1,M-101,WO-1754,480,342,6,0.0185
RUN-9101,2024-12-03,Evening,P1-L1,M-101,WO-1062,480,255,1,0.0068
RUN-9102,2024-12-03,Night,P1-L1,M-103,WO-1694,480,219,9,0.043
RUN-9103,2024-12-03,Day,P1-L2,M-106,WO-1333,480,298,1,0.0042
RUN-9104,2024-12-03,Evening,P1-L2,M-105,WO-1099,480,322,12,0.0387
RUN-9105,2024-12-03,Night,P1-L2,M-104,WO-1784,480,292,7,0.0245
RUN-9106,2024-12-03,Day,P1-L3,M-110,WO-1476,480,337,5,0.0156
RUN-9107,2024-12-03,Evening,P1-L3,M-110,WO-1865,480,350,10,0.0293
RUN-9108,2024-12-03,Night,P1-L3,M-107,WO-1465,480,252,9,0.0366
RUN-9109,2024-12-03,Day,P2-L1,M-112,WO-1444,480,338,11,0.0345
RUN-9110,2024-12-03,Evening,P2-L1,M-112,WO-1216,480,379,20,0.0542
RUN-9111,2024-12-03,Night,P2-L1,M-113,WO-1288,480,287,12,0.0421
RUN-9112,2024-12-03,Day,P2-L2,M-115,WO-1829,480,263,9,0.0375
RUN-9113,2024-12-03,Evening,P2-L2,M-115,WO-1554,480,309,12,0.0406
RUN-9114,2024-12-03,Night,P2-L2,M-116,WO-1043,480,310,12,0.0399
RUN-9115,2024-12-03,Day,P2-L3,M-120,WO-1831,480,338,3,0.0098
RUN-9116,2024-12-03,Evening,P2-L3,M-119,WO-1254,480,296,18,0.0611
RUN-9117,2024-12-03,Night,P2-L3,M-119,WO-1554,480,326,10,0.0319
RUN-9118,2024-12-03,Day,P3-L1,M-123,WO-1199,480,333,9,0.0271
RUN-9119,2024-12-03,Evening,P3-L1,M-121,WO-1757,480,303,11,0.0375
RUN-9120,2024-12-03,Night,P3-L1,M-121,WO-1865,480,290,12,0.0418
RUN-9121,2024-12-03,Day,P3-L2,M-125,WO-1027,480,266,6,0.0248
RUN-9122,2024-12-03,Evening,P3-L2,M-125,WO-1213,480,307,8,0.0267
RUN-9123,2024-12-03,Night,P3-L2,M-126,WO-1622,480,303,4,0.0143
RUN-9124,2024-12-03,Day,P3-L3,M-131,WO-1326,480,321,6,0.0211
RUN-9125,2024-12-03,Evening,P3-L3,M-130,WO-1592,480,310,1,0.0057
RUN-9126,2024-12-03,Night,P3-L3,M-130,WO-1703,480,355,8,0.0238
RUN-9127,2024-12-04,Day,P1-L1,M-101,WO-1647,480,323,15,0.0492
RUN-9128,2024-12-04,Evening,P1-L1,M-102,WO-1782,480,245,7,0.0316
RUN-9129,2024-12-04,Night,P1-L1,M-102,WO-1163,480,340,13,0.0402
RUN-9130,2024-12-04,Day,P1-L2,M-106,WO-1792,480,286,14,0.0497
RUN-9131,2024-12-04,Evening,P1-L2,M-105,WO-1830,480,246,8,0.0332
RUN-9132,2024-12-04,Night,P1-L2,M-104,WO-1161,480,263,14,0.0566
RUN-9133,2024-12-04,Day,P1-L3,M-107,WO-1078,480,262,3,0.0141
RUN-9134,2024-12-04,Evening,P1-L3,M-108,WO-1613,480,265,10,0.0393
RUN-9135,2024-12-04,Night,P1-L3,M-107,WO-1015,480,305,6,0.0216
RUN-9136,2024-12-04,Day,P2-L1,M-111,WO-1099,480,308,2,0.0086
RUN-9137,2024-12-04,Evening,P2-L1,M-113,WO-1754,480,261,10,0.0417
RUN-9138,2024-12-04,Night,P2-L1,M-114,WO-1128,480,356,12,0.0359
RUN-9139,2024-12-04,Day,P2-L2,M-116,WO-1021,480,287,3,0.0132
RUN-9140,2024-12-04,Evening,P2-L2,M-116,WO-1444,480,256,8,0.0328
RUN-9141,2024-12-04,Night,P2-L2,M-116,WO-1269,480,340,10,0.0306
RUN-9142,2024-12-04,Day,P2-L3,M-118,WO-1373,480,351,2,0.0069
RUN-9143,2024-12-04,Evening,P2-L3,M-118,WO-1368,480,292,3,0.0104
RUN-9144,2024-12-04,Night,P2-L3,M-118,WO-1008,480,318,8,0.0261
RUN-9145,2024-12-04,Day,P3-L1,M-123,WO-1292,480,354,11,0.0314
RUN-9146,2024-12-04,Evening,P3-L1,M-122,WO-1154,480,332,9,0.0275
RUN-9147,2024-12-04,Night,P3-L1,M-123,WO-1714,480,296,5,0.0172
RUN-9148,2024-12-04,Day,P3-L2,M-124,WO-1737,480,278,5,0.021
RUN-9149,2024-12-04,Evening,P3-L2,M-127,WO-1424,480,285,0,0.001
RUN-9150,2024-12-04,Night,P3-L2,M-124,WO-1675,480,355,5,0.0149
RUN-9151,2024-12-04,Day,P3-L3,M-128,WO-1372,480,316,12,0.039
RUN-9152,2024-12-04,Evening,P3-L3,M-130,WO-1482,480,242,8,0.0345
RUN-9153,2024-12-04,Night,P3-L3,M-130,WO-1444,480,229,11,0.0484
RUN-9154,2024-12-05,Day,P1-L1,M-102,WO-1207,480,291,11,0.0383
RUN-9155,2024-12-05,Evening,P1-L1,M-103,WO-1008,480,277,6,0.0244
RUN-9156,2024-12-05,Night,P1-L1,M-102,WO-1250,480,283,7,0.0269
RUN-9157,2024-12-05,Day,P1-L2,M-106,WO-1106,480,302,9,0.0319
RUN-9158,2024-12-05,Evening,P1-L2,M-106,WO-1714,480,278,8,0.0312
RUN-9159,2024-12-05,Night,P1-L2,M-106,WO-1827,480,323,11,0.036
RUN-9160,2024-12-05,Day,P1-L3,M-108,WO-1119,480,297,6,0.0227
RUN-9161,2024-12-05,Evening,P1-L3,M-108,WO-1625,480,334,6,0.0204
RUN-9162,2024-12-05,Night,P1-L3,M-110,WO-1094,480,301,9,0.03
RUN-9163,2024-12-05,Day,P2-L1,M-114,WO-1271,480,267,4,0.017
RUN-9164,2024-12-05,Evening,P2-L1,M-111,WO-1787,480,310,6,0.0212
RUN-9165,2024-12-05,Night,P2-L1,M-112,WO-1730,480,324,7,0.0227
RUN-9166,2024-12-05,Day,P2-L2,M-117,WO-1455,480,240,6,0.0289
RUN-9167,2024-12-05,Evening,P2-L2,M-115,WO-1745,480,301,7,0.0254
RUN-9168,2024-12-05,Night,P2-L2,M-117,WO-1608,480,287,8,0.0298
RUN-9169,2024-12-05,Day,P2-L3,M-119,WO-1303,480,339,5,0.0155
RUN-9170,2024-12-05,Evening,P2-L3,M-118,WO-1241,480,372,11,0.0299
RUN-9171,2024-12-05,Night,P2-L3,M-120,WO-1295,480,310,10,0.0341
RUN-9172,2024-12-05,Day,P3-L1,M-122,WO-1104,480,290,4,0.0172
RUN-9173,2024-12-05,Evening,P3-L1,M-123,WO-1096,480,331,10,0.0327
RUN-9174,2024-12-05,Night,P3-L1,M-123,WO-1355,480,308,8,0.0261
RUN-9175,2024-12-05,Day,P3-L2,M-126,WO-1520,480,283,15,0.0551
RUN-9176,2024-12-05,Evening,P3-L2,M-124,WO-1758,480,282,6,0.023
RUN-9177,2024-12-05,Night,P3-L2,M-126,WO-1392,480,201,2,0.0131
RUN-9178,2024-12-05,Day,P3-L3,M-128,WO-1321,480,263,9,0.0345
RUN-9179,2024-12-05,Evening,P3-L3,M-128,WO-1792,480,272,10,0.0379
RUN-9180,2024-12-05,Night,P3-L3,M-129,WO-1475,480,242,9,0.0401
RUN-9181,2024-12-06,Day,P1-L1,M-103,WO-1248,480,375,12,0.0324
RUN-9182,2024-12-06,Evening,P1-L1,M-103,WO-1862,480,288,6,0.0231
RUN-9183,2024-12-06,Night,P1-L1,M-101,WO-1181,480,324,7,0.0237
RUN-9184,2024-12-06,Day,P1-L2,M-105,WO-1519,480,345,14,0.041
RUN-9185,2024-12-06,Evening,P1-L2,M-104,WO-1247,480,283,6,0.0231
RUN-9186,2024-12-06,Night,P1-L2,M-104,WO-1625,480,303,8,0.0292
RUN-9187,2024-12-06,Day,P1-L3,M-107,WO-1005,480,308,1,0.006
RUN-9188,2024-12-06,Evening,P1-L3,M-110,WO-1834,480,260,8,0.0327
RUN-9189,2024-12-06,Night,P1-L3,M-107,WO-1798,480,335,8,0.0259
RUN-9190,2024-12-06,Day,P2-L1,M-114,WO-1122,480,361,15,0.0418
RUN-9191,2024-12-06,Evening,P2-L1,M-111,WO-1793,480,331,10,0.0328
RUN-9192,2024-12-06,Night,P2-L1,M-111,WO-1362,480,307,6,0.0222
RUN-9193,2024-12-06,Day,P2-L2,M-115,WO-1463,480,366,4,0.0136
RUN-9194,2024-12-06,Evening,P2-L2,M-117,WO-1053,480,349,9,0.0276
RUN-9195,2024-12-06,Night,P2-L2,M-117,WO-1621,480,347,11,0.0331
RUN-9196,2024-12-06,Day,P2-L3,M-120,WO-1468,480,246,5,0.0216
RUN-9197,2024-12-06,Evening,P2-L3,M-119,WO-1331,480,309,10,0.0348
RUN-9198,2024-12-06,Night,P2-L3,M-120,WO-1723,480,295,15,0.0527
RUN-9199,2024-12-06,Day,P3-L1,M-121,WO-1603,480,351,14,0.0419
RUN-9200,2024-12-06,Evening,P3-L1,M-123,WO-1238,480,322,11,0.0365
RUN-9201,2024-12-06,Night,P3-L1,M-121,WO-1154,480,298,3,0.0134
RUN-9202,2024-12-06,Day,P3-L2,M-127,WO-1195,480,295,9,0.0313
RUN-9203,2024-12-06,Evening,P3-L2,M-126,WO-1823,480,330,0,0.0027
RUN-9204,2024-12-06,Night,P3-L2,M-127,WO-1048,480,278,7,0.0252
RUN-9205,2024-12-06,Day,P3-L3,M-131,WO-1395,480,341,5,0.0167
RUN-9206,2024-12-06,Evening,P3-L3,M-131,WO-1474,480,331,11,0.0356
RUN-9207,2024-12-06,Night,P3-L3,M-130,WO-1439,480,301,11,0.0376
RUN-9208,2024-12-07,Day,P1-L1,M-102,WO-1317,480,339,12,0.0379
RUN-9209,2024-12-07,Evening,P1-L1,M-102,WO-1871,480,227,7,0.0312
RUN-9210,2024-12-07,Night,P1-L1,M-103,WO-1473,480,281,5,0.0205
RUN-9211,2024-12-07,Day,P1-L2,M-105,WO-1356,480,290,7,0.0276
RUN-9212,2024-12-07,Evening,P1-L2,M-104,WO-1492,480,280,10,0.0383
RUN-9213,2024-12-07,Night,P1-L2,M-104,WO-1900,480,259,0,0.001
RUN-9214,2024-12-07,Day,P1-L3,M-109,WO-1449,480,247,3,0.0157
RUN-9215,2024-12-07,Evening,P1-L3,M-107,WO-1272,480,301,7,0.0263
RUN-9216,2024-12-07,Night,P1-L3,M-107,WO-1443,480,243,7,0.0298
RUN-9217,2024-12-07,Day,P2-L1,M-111,WO-1483,480,286,10,0.038
RUN-9218,2024-12-07,Evening,P2-L1,M-113,WO-1392,480,218,0,0.0043
RUN-9219,2024-12-07,Night,P2-L1,M-114,WO-1510,480,291,11,0.0406
RUN-9220,2024-12-07,Day,P2-L2,M-117,WO-1352,480,273,2,0.0107
RUN-9221,2024-12-07,Evening,P2-L2,M-116,WO-1614,480,277,9,0.0336
RUN-9222,2024-12-07,Night,P2-L2,M-116,WO-1234,480,306,10,0.0354
RUN-9223,2024-12-07,Day,P2-L3,M-119,WO-1262,480,295,10,0.034
RUN-9224,2024-12-07,Evening,P2-L3,M-118,WO-1481,480,267,6,0.0259
RUN-9225,2024-12-07,Night,P2-L3,M-118,WO-1115,480,302,6,0.0217
RUN-9226,2024-12-07,Day,P3-L1,M-121,WO-1844,480,301,11,0.0393
RUN-9227,2024-12-07,Evening,P3-L1,M-123,WO-1547,480,302,14,0.0474
RUN-9228,2024-12-07,Night,P3-L1,M-123,WO-1445,480,355,16,0.0469
RUN-9229,2024-12-07,Day,P3-L2,M-124,WO-1567,480,282,6,0.0241
RUN-9230,2024-12-07,Evening,P3-L2,M-125,WO-1360,480,334,10,0.0319
RUN-9231,2024-12-07,Night,P3-L2,M-124,WO-1246,480,338,9,0.0284
RUN-9232,2024-12-07,Day,P3-L3,M-129,WO-1478,480,269,13,0.0498
RUN-9233,2024-12-07,Evening,P3-L3,M-130,WO-1467,480,274,5,0.0211
RUN-9234,2024-12-07,Night,P3-L3,M-130,WO-1756,480,305,7,0.0252
RUN-9235,2024-12-08,Day,P1-L1,M-102,WO-1791,480,257,7,0.03
RUN-9236,2024-12-08,Evening,P1-L1,M-103,WO-1890,480,300,10,0.0366
RUN-9237,2024-12-08,Night,P1-L1,M-103,WO-1794,480,265,8,0.0317
RUN-9238,2024-12-08,Day,P1-L2,M-104,WO-1461,480,406,10,0.0262
RUN-9239,2024-12-08,Evening,P1-L2,M-106,WO-1685,480,275,0,0.001
RUN-9240,2024-12-08,Night,P1-L2,M-104,WO-1333,480,248,4,0.0193
RUN-9241,2024-12-08,Day,P1-L3,M-110,WO-1251,480,339,5,0.0152
RUN-9242,2024-12-08,Evening,P1-L3,M-107,WO-1585,480,302,12,0.0409
RUN-9243,2024-12-08,Night,P1-L3,M-110,WO-1130,480,364,8,0.0244
RUN-9244,2024-12-08,Day,P2-L1,M-114,WO-1810,480,325,6,0.0186
RUN-9245,2024-12-08,Evening,P2-L1,M-111,WO-1864,480,304,7,0.0256
RUN-9246,2024-12-08,Night,P2-L1,M-114,WO-1374,480,286,0,0.0026
RUN-9247,2024-12-08,Day,P2-L2,M-115,WO-1581,480,255,7,0.031
RUN-9248,2024-12-08,Evening,P2-L2,M-115,WO-1569,480,293,14,0.0484
RUN-9249,2024-12-08,Night,P2-L2,M-115,WO-1094,480,269,10,0.0375
RUN-9250,2024-12-08,Day,P2-L3,M-118,WO-1872,480,299,6,0.0225
RUN-9251,2024-12-08,Evening,P2-L3,M-118,WO-1895,480,308,4,0.0147
RUN-9252,2024-12-08,Night,P2-L3,M-119,WO-1191,480,288,11,0.0398
RUN-9253,2024-12-08,Day,P3-L1,M-123,WO-1162,480,336,10,0.0315
RUN-9254,2024-12-08,Evening,P3-L1,M-122,WO-1527,480,268,9,0.0368
RUN-9255,2024-12-08,Night,P3-L1,M-123,WO-1163,480,291,7,0.0252
RUN-9256,2024-12-08,Day,P3-L2,M-125,WO-1030,480,277,2,0.0099
RUN-9257,2024-12-08,Evening,P3-L2,M-125,WO-1608,480,209,6,0.0291
RUN-9258,2024-12-08,Night,P3-L2,M-126,WO-1166,480,293,12,0.0416
RUN-9259,2024-12-08,Day,P3-L3,M-129,WO-1075,480,300,3,0.012
RUN-9260,2024-12-08,Evening,P3-L3,M-130,WO-1296,480,242,4,0.0206
RUN-9261,2024-12-08,Night,P3-L3,M-129,WO-1467,480,286,14,0.0517
RUN-9262,2024-12-09,Day,P1-L1,M-101,WO-1431,480,288,7,0.0256
RUN-9263,2024-12-09,Evening,P1-L1,M-103,WO-1427,480,316,13,0.0441
RUN-9264,2024-12-09,Night,P1-L1,M-103,WO-1769,480,344,8,0.0233
RUN-9265,2024-12-09,Day,P1-L2,M-104,WO-1631,480,322,10,0.0317
RUN-9266,2024-12-09,Evening,P1-L2,M-106,WO-1568,480,321,9,0.0299
RUN-9267,2024-12-09,Night,P1-L2,M-106,WO-1338,480,313,11,0.0381
RUN-9268,2024-12-09,Day,P1-L3,M-108,WO-1276,480,329,9,0.0293
RUN-9269,2024-12-09,Evening,P1-L3,M-108,WO-1385,480,333,11,0.0353
RUN-9270,2024-12-09,Night,P1-L3,M-109,WO-1546,480,242,12,0.0508
RUN-9271,2024-12-09,Day,P2-L1,M-114,WO-1371,480,327,9,0.0298
RUN-9272,2024-12-09,Evening,P2-L1,M-111,WO-1037,480,293,8,0.028
RUN-9273,2024-12-09,Night,P2-L1,M-113,WO-1510,480,228,7,0.0331
RUN-9274,2024-12-09,Day,P2-L2,M-117,WO-1068,480,330,6,0.0183
RUN-9275,2024-12-09,Evening,P2-L2,M-115,WO-1223,480,307,6,0.0206
RUN-9276,2024-12-09,Night,P2-L2,M-117,WO-1653,480,324,17,0.0526
RUN-9277,2024-12-09,Day,P2-L3,M-118,WO-1274,480,342,15,0.0445
RUN-9278,2024-12-09,Evening,P2-L3,M-118,WO-1530,480,352,9,0.0258
RUN-9279,2024-12-09,Night,P2-L3,M-120,WO-1631,480,380,7,0.019
RUN-9280,2024-12-09,Day,P3-L1,M-121,WO-1321,480,341,2,0.0072
RUN-9281,2024-12-09,Evening,P3-L1,M-123,WO-1710,480,374,12,0.0332
RUN-9282,2024-12-09,Night,P3-L1,M-122,WO-1745,480,360,9,0.0275
RUN-9283,2024-12-09,Day,P3-L2,M-126,WO-1540,480,397,10,0.0258
RUN-9284,2024-12-09,Evening,P3-L2,M-127,WO-1032,480,317,2,0.007
RUN-9285,2024-12-09,Night,P3-L2,M-124,WO-1624,480,354,14,0.0398
RUN-9286,2024-12-09,Day,P3-L3,M-131,WO-1680,480,308,13,0.0427
RUN-9287,2024-12-09,Evening,P3-L3,M-131,WO-1746,480,308,9,0.0307
RUN-9288,2024-12-09,Night,P3-L3,M-129,WO-1614,480,269,8,0.0326
RUN-9289,2024-12-10,Day,P1-L1,M-101,WO-1139,480,247,6,0.0274
RUN-9290,2024-12-10,Evening,P1-L1,M-102,WO-1713,480,284,7,0.0251
RUN-9291,2024-12-10,Night,P1-L1,M-103,WO-1312,480,202,3,0.0191
RUN-9292,2024-12-10,Day,P1-L2,M-106,WO-1154,480,277,7,0.0278
RUN-9293,2024-12-10,Evening,P1-L2,M-104,WO-1442,480,334,17,0.0515
RUN-9294,2024-12-10,Night,P1-L2,M-106,WO-1763,480,290,8,0.0308
RUN-9295,2024-12-10,Day,P1-L3,M-109,WO-1299,480,335,13,0.0404
RUN-9296,2024-12-10,Evening,P1-L3,M-109,WO-1224,480,314,9,0.0307
RUN-9297,2024-12-10,Night,P1-L3,M-107,WO-1636,480,381,20,0.0532
RUN-9298,2024-12-10,Day,P2-L1,M-113,WO-1442,480,287,7,0.0253
RUN-9299,2024-12-10,Evening,P2-L1,M-112,WO-1549,480,321,5,0.017
RUN-9300,2024-12-10,Night,P2-L1,M-112,WO-1415,480,333,15,0.0466
RUN-9301,2024-12-10,Day,P2-L2,M-116,WO-1181,480,226,3,0.0156
RUN-9302,2024-12-10,Evening,P2-L2,M-115,WO-1186,480,323,15,0.0474
RUN-9303,2024-12-10,Night,P2-L2,M-115,WO-1689,480,331,14,0.0442
RUN-9304,2024-12-10,Day,P2-L3,M-120,WO-1832,480,315,1,0.0057
RUN-9305,2024-12-10,Evening,P2-L3,M-119,WO-1310,480,339,11,0.0343
RUN-9306,2024-12-10,Night,P2-L3,M-119,WO-1387,480,357,10,0.0293
RUN-9307,2024-12-10,Day,P3-L1,M-123,WO-1390,480,282,5,0.0188
RUN-9308,2024-12-10,Evening,P3-L1,M-123,WO-1400,480,330,2,0.0087
RUN-9309,2024-12-10,Night,P3-L1,M-122,WO-1479,480,216,8,0.0382
RUN-9310,2024-12-10,Day,P3-L2,M-125,WO-1485,480,319,14,0.044
RUN-9311,2024-12-10,Evening,P3-L2,M-127,WO-1786,480,352,13,0.0384
RUN-9312,2024-12-10,Night,P3-L2,M-124,WO-1456,480,368,12,0.0352
RUN-9313,2024-12-10,Day,P3-L3,M-129,WO-1320,480,352,6,0.0184
RUN-9314,2024-12-10,Evening,P3-L3,M-130,WO-1604,480,305,8,0.0284
RUN-9315,2024-12-10,Night,P3-L3,M-130,WO-1594,480,302,14,0.049
RUN-9316,2024-12-11,Day,P1-L1,M-103,WO-1561,480,358,10,0.03
RUN-9317,2024-12-11,Evening,P1-L1,M-103,WO-1596,480,378,8,0.0221
RUN-9318,2024-12-11,Night,P1-L1,M-101,WO-1087,480,251,5,0.0201
RUN-9319,2024-12-11,Day,P1-L2,M-105,WO-1337,480,316,14,0.046
RUN-9320,2024-12-11,Evening,P1-L2,M-104,WO-1141,480,289,8,0.0279
RUN-9321,2024-12-11,Night,P1-L2,M-106,WO-1289,480,321,7,0.0221
RUN-9322,2024-12-11,Day,P1-L3,M-107,WO-1796,480,230,7,0.0315
RUN-9323,2024-12-11,Evening,P1-L3,M-108,WO-1326,480,336,7,0.0233
RUN-9324,2024-12-11,Night,P1-L3,M-108,WO-1147,480,256,8,0.0328
RUN-9325,2024-12-11,Day,P2-L1,M-114,WO-1890,480,302,5,0.0191
RUN-9326,2024-12-11,Evening,P2-L1,M-112,WO-1848,480,265,8,0.0332
RUN-9327,2024-12-11,Night,P2-L1,M-111,WO-1561,480,287,7,0.027
RUN-9328,2024-12-11,Day,P2-L2,M-116,WO-1496,480,272,10,0.0372
RUN-9329,2024-12-11,Evening,P2-L2,M-115,WO-1338,480,320,12,0.0398
RUN-9330,2024-12-11,Night,P2-L2,M-115,WO-1552,480,246,11,0.0452
RUN-9331,2024-12-11,Day,P2-L3,M-120,WO-1538,480,253,5,0.0219
RUN-9332,2024-12-11,Evening,P2-L3,M-120,WO-1449,480,289,7,0.0244
RUN-9333,2024-12-11,Night,P2-L3,M-119,WO-1572,480,400,11,0.0278
RUN-9334,2024-12-11,Day,P3-L1,M-122,WO-1476,480,300,12,0.0416
RUN-9335,2024-12-11,Evening,P3-L1,M-122,WO-1868,480,332,1,0.0038
RUN-9336,2024-12-11,Night,P3-L1,M-121,WO-1312,480,371,14,0.0379
RUN-9337,2024-12-11,Day,P3-L2,M-125,WO-1883,480,302,12,0.042
RUN-9338,2024-12-11,Evening,P3-L2,M-127,WO-1588,480,308,4,0.0135
RUN-9339,2024-12-11,Night,P3-L2,M-124,WO-1831,480,302,2,0.009
RUN-9340,2024-12-11,Day,P3-L3,M-131,WO-1298,480,285,11,0.04
RUN-9341,2024-12-11,Evening,P3-L3,M-129,WO-1725,480,335,13,0.0409
RUN-9342,2024-12-11,Night,P3-L3,M-130,WO-1685,480,297,8,0.0294
RUN-9343,2024-12-12,Day,P1-L1,M-102,WO-1636,480,346,6,0.0188
RUN-9344,2024-12-12,Evening,P1-L1,M-101,WO-1797,480,300,6,0.0219
RUN-9345,2024-12-12,Night,P1-L1,M-103,WO-1553,480,361,12,0.0359
RUN-9346,2024-12-12,Day,P1-L2,M-105,WO-1836,480,295,5,0.0194
RUN-9347,2024-12-12,Evening,P1-L2,M-105,WO-1362,480,258,8,0.0342
RUN-9348,2024-12-12,Night,P1-L2,M-105,WO-1847,480,309,14,0.0475
RUN-9349,2024-12-12,Day,P1-L3,M-109,WO-1454,480,211,5,0.0239
RUN-9350,2024-12-12,Evening,P1-L3,M-110,WO-1440,480,254,12,0.0478
RUN-9351,2024-12-12,Night,P1-L3,M-107,WO-1398,480,338,6,0.0202
RUN-9352,2024-12-12,Day,P2-L1,M-112,WO-1301,480,250,8,0.0334
RUN-9353,2024-12-12,Evening,P2-L1,M-111,WO-1296,480,289,14,0.0495
RUN-9354,2024-12-12,Night,P2-L1,M-112,WO-1143,480,239,7,0.0309
RUN-9355,2024-12-12,Day,P2-L2,M-115,WO-1110,480,221,8,0.0382
RUN-9356,2024-12-12,Evening,P2-L2,M-116,WO-1716,480,331,5,0.0164
RUN-9357,2024-12-12,Night,P2-L2,M-115,WO-1544,480,294,9,0.0328
RUN-9358,2024-12-12,Day,P2-L3,M-120,WO-1195,480,312,10,0.034
RUN-9359,2024-12-12,Evening,P2-L3,M-119,WO-1616,480,310,9,0.0319
RUN-9360,2024-12-12,Night,P2-L3,M-119,WO-1827,480,377,8,0.0228
RUN-9361,2024-12-12,Day,P3-L1,M-121,WO-1649,480,274,12,0.0444
RUN-9362,2024-12-12,Evening,P3-L1,M-123,WO-1718,480,288,14,0.0494
RUN-9363,2024-12-12,Night,P3-L1,M-121,WO-1727,480,301,6,0.0228
RUN-9364,2024-12-12,Day,P3-L2,M-126,WO-1361,480,284,7,0.0275
RUN-9365,2024-12-12,Evening,P3-L2,M-127,WO-1117,480,276,7,0.0256
RUN-9366,2024-12-12,Night,P3-L2,M-127,WO-1166,480,358,13,0.0382
RUN-9367,2024-12-12,Day,P3-L3,M-129,WO-1203,480,290,9,0.0322
RUN-9368,2024-12-12,Evening,P3-L3,M-130,WO-1273,480,310,5,0.0167
RUN-9369,2024-12-12,Night,P3-L3,M-131,WO-1895,480,304,2,0.009
RUN-9370,2024-12-13,Day,P1-L1,M-102,WO-1096,480,338,8,0.025
RUN-9371,2024-12-13,Evening,P1-L1,M-101,WO-1759,480,389,16,0.0418
RUN-9372,2024-12-13,Night,P1-L1,M-103,WO-1846,480,283,10,0.0368
RUN-9373,2024-12-13,Day,P1-L2,M-105,WO-1028,480,266,12,0.0469
RUN-9374,2024-12-13,Evening,P1-L2,M-105,WO-1802,480,311,8,0.026
RUN-9375,2024-12-13,Night,P1-L2,M-106,WO-1316,480,290,3,0.0121
RUN-9376,2024-12-13,Day,P1-L3,M-107,WO-1490,480,366,7,0.0196
RUN-9377,2024-12-13,Evening,P1-L3,M-108,WO-1614,480,312,4,0.0152
RUN-9378,2024-12-13,Night,P1-L3,M-109,WO-1675,480,308,9,0.0303
RUN-9379,2024-12-13,Day,P2-L1,M-113,WO-1224,480,283,8,0.0291
RUN-9380,2024-12-13,Evening,P2-L1,M-111,WO-1794,480,284,12,0.0433
RUN-9381,2024-12-13,Night,P2-L1,M-112,WO-1541,480,384,15,0.0406
RUN-9382,2024-12-13,Day,P2-L2,M-116,WO-1650,480,301,7,0.0264
RUN-9383,2024-12-13,Evening,P2-L2,M-117,WO-1897,480,287,6,0.0237
RUN-9384,2024-12-13,Night,P2-L2,M-115,WO-1469,480,356,9,0.0269
RUN-9385,2024-12-13,Day,P2-L3,M-118,WO-1264,480,353,8,0.0236
RUN-9386,2024-12-13,Evening,P2-L3,M-119,WO-1165,480,303,8,0.0265
RUN-9387,2024-12-13,Night,P2-L3,M-119,WO-1860,480,352,11,0.0317
RUN-9388,2024-12-13,Day,P3-L1,M-123,WO-1022,480,311,12,0.0411
RUN-9389,2024-12-13,Evening,P3-L1,M-121,WO-1842,480,264,10,0.0396
RUN-9390,2024-12-13,Night,P3-L1,M-122,WO-1228,480,347,13,0.0395
RUN-9391,2024-12-13,Day,P3-L2,M-124,WO-1871,480,364,10,0.0293
RUN-9392,2024-12-13,Evening,P3-L2,M-125,WO-1274,480,290,2,0.0101
RUN-9393,2024-12-13,Night,P3-L2,M-124,WO-1052,480,242,3,0.015
RUN-9394,2024-12-13,Day,P3-L3,M-128,WO-1045,480,243,8,0.0368
RUN-9395,2024-12-13,Evening,P3-L3,M-130,WO-1399,480,271,6,0.0241
RUN-9396,2024-12-13,Night,P3-L3,M-130,WO-1264,480,271,8,0.0305
RUN-9397,2024-12-14,Day,P1-L1,M-103,WO-1135,480,326,10,0.0328
RUN-9398,2024-12-14,Evening,P1-L1,M-103,WO-1244,480,259,7,0.03
RUN-9399,2024-12-14,Night,P1-L1,M-103,WO-1036,480,294,10,0.0359
RUN-9400,2024-12-14,Day,P1-L2,M-106,WO-1540,480,250,14,0.0577
RUN-9401,2024-12-14,Evening,P1-L2,M-104,WO-1158,480,288,11,0.0406
RUN-9402,2024-12-14,Night,P1-L2,M-106,WO-1603,480,302,7,0.0232
RUN-9403,2024-12-14,Day,P1-L3,M-107,WO-1553,480,427,10,0.0256
RUN-9404,2024-12-14,Evening,P1-L3,M-109,WO-1370,480,324,14,0.0445
RUN-9405,2024-12-14,Night,P1-L3,M-107,WO-1256,480,237,10,0.0456
RUN-9406,2024-12-14,Day,P2-L1,M-112,WO-1171,480,284,5,0.0194
RUN-9407,2024-12-14,Evening,P2-L1,M-112,WO-1264,480,235,3,0.0164
RUN-9408,2024-12-14,Night,P2-L1,M-113,WO-1018,480,290,7,0.0272
RUN-9409,2024-12-14,Day,P2-L2,M-117,WO-1829,480,291,9,0.0334
RUN-9410,2024-12-14,Evening,P2-L2,M-117,WO-1523,480,400,16,0.0402
RUN-9411,2024-12-14,Night,P2-L2,M-117,WO-1753,480,252,7,0.031
RUN-9412,2024-12-14,Day,P2-L3,M-120,WO-1639,480,422,8,0.021
